,cause,num_incident
20995,No mediate cause,2018S008139
20996,DrunkDriving,2018S005400
20997,No mediate cause,2018S009086
20998,No mediate cause,2018S006235
20999,No mediate cause,2018S000225
21000,No mediate cause,2018S003891
21001,Road_damaged,2018S006819
21002,No mediate cause,2018S009943
21003,DrunkDriving,2018S007589
21004,No mediate cause,2018S001645
21005,No mediate cause,2018S002135
21006,No mediate cause,2018S002236
21007,No mediate cause,2018S000489
21008,No mediate cause,2018S004503
21009,No mediate cause,2018S000970
21010,No mediate cause,2018S005598
21011,No mediate cause,2018S003901
21012,No mediate cause,2018S000039
21013,No mediate cause,2018S001727
21014,No mediate cause,2018S002884
21015,No mediate cause,2018S006326
21016,No mediate cause,2018S001917
21017,No mediate cause,2018S005444
21018,No mediate cause,2018S000053
21019,No mediate cause,2018S007044
21020,No mediate cause,2018S007887
21021,No mediate cause,2018S002487
21022,No mediate cause,2018S008641
21023,No mediate cause,2018S005477
21024,No mediate cause,2018S009938
21025,No mediate cause,2018S005180
21026,No mediate cause,2018S004621
21027,No mediate cause,2018S005530
21028,No mediate cause,2018S005632
21029,No mediate cause,2018S008052
21030,No mediate cause,2018S006512
21031,No mediate cause,2018S000293
21032,No mediate cause,2018S003721
21033,No mediate cause,2018S009521
21034,No mediate cause,2018S003508
21035,No mediate cause,2018S007023
21036,No mediate cause,2018S004732
21037,No mediate cause,2018S002883
21038,No mediate cause,2018S008168
21039,No mediate cause,2018S006188
21040,No mediate cause,2018S005295
21041,No mediate cause,2018S003785
21042,DrunkDriving,2018S001491
21043,No mediate cause,2018S001411
21044,No mediate cause,2018S004489
21045,No mediate cause,2018S000909
21046,No mediate cause,2018S008486
21047,No mediate cause,2018S008409
21048,No mediate cause,2018S004563
21049,No mediate cause,2018S003877
21050,No mediate cause,2018S001723
21051,No mediate cause,2018S000631
21052,No mediate cause,2018S001107
21053,No mediate cause,2018S001954
21054,No mediate cause,2018S002025
21055,No mediate cause,2018S001684
21056,No mediate cause,2018S005938
21057,No mediate cause,2018S005461
21058,No mediate cause,2018S001129
21059,No mediate cause,2018S005604
21060,No mediate cause,2018S005453
21061,No mediate cause,2018S004322
21062,No mediate cause,2018S003525
21063,No mediate cause,2018S003146
21064,No mediate cause,2018S001422
21065,No mediate cause,2018S007711
21066,No mediate cause,2018S006363
21067,No mediate cause,2018S004731
21068,No mediate cause,2018S003340
21069,DrunkDriving,2018S004589
21070,No mediate cause,2018S003511
21071,No mediate cause,2018S002728
21072,No mediate cause,2018S007382
21073,No mediate cause,2018S003563
21074,No mediate cause,2018S000589
21075,No mediate cause,2018S006865
21076,No mediate cause,2018S004783
21077,No mediate cause,2018S002843
21078,No mediate cause,2018S003989
21079,No mediate cause,2018S008470
21080,No mediate cause,2018S009658
21081,No mediate cause,2018S003165
21082,No mediate cause,2018S000439
21083,No mediate cause,2018S009226
21084,No mediate cause,2018S002446
21085,No mediate cause,2018S008965
21086,No mediate cause,2018S001011
21087,No mediate cause,2018S001784
21088,No mediate cause,2018S009013
21089,No mediate cause,2018S007256
21090,No mediate cause,2018S005784
21091,No mediate cause,2018S004562
21092,No mediate cause,2018S006824
21093,No mediate cause,2018S008900
21094,No mediate cause,2018S005636
21095,No mediate cause,2018S006037
21096,No mediate cause,2018S005513
21097,No mediate cause,2018S009773
21098,No mediate cause,2018S009465
21099,No mediate cause,2018S006372
21100,No mediate cause,2018S005381
21101,No mediate cause,2018S000895
21102,No mediate cause,2018S007516
21103,No mediate cause,2018S000613
21104,No mediate cause,2018S008321
21105,No mediate cause,2018S002969
21106,No mediate cause,2018S008022
21107,No mediate cause,2018S005478
21108,No mediate cause,2018S002856
21109,No mediate cause,2018S004771
21110,No mediate cause,2018S009452
21111,No mediate cause,2018S008686
21112,No mediate cause,2018S005585
21113,No mediate cause,2018S006062
21114,No mediate cause,2018S003441
21115,No mediate cause,2018S009489
21116,No mediate cause,2018S006556
21117,No mediate cause,2018S006745
21118,No mediate cause,2018S004333
21119,No mediate cause,2018S004998
21120,No mediate cause,2018S005229
21121,No mediate cause,2018S002563
21122,No mediate cause,2018S004566
21123,No mediate cause,2018S003250
21124,No mediate cause,2018S000570
21125,No mediate cause,2018S007247
21126,No mediate cause,2018S005974
21127,No mediate cause,2018S009649
21128,No mediate cause,2018S009965
21129,No mediate cause,2018S001164
21130,No mediate cause,2018S009103
21131,No mediate cause,2018S007479
21132,No mediate cause,2018S005555
21133,No mediate cause,2018S006056
21134,No mediate cause,2018S002328
21135,No mediate cause,2018S003488
21136,No mediate cause,2018S006252
21137,No mediate cause,2018S003045
21138,No mediate cause,2018S002603
21139,No mediate cause,2018S008117
21140,No mediate cause,2018S008849
21141,No mediate cause,2018S005574
21142,No mediate cause,2018S007520
21143,No mediate cause,2018S009612
21144,No mediate cause,2018S001100
21145,No mediate cause,2018S004113
21146,No mediate cause,2018S000627
21147,Road_damaged,2018S003500
21148,No mediate cause,2018S000974
21149,No mediate cause,2018S001722
21150,No mediate cause,2018S006688
21151,Weather,2018S001058
21152,No mediate cause,2018S004287
21153,No mediate cause,2018S001996
21154,No mediate cause,2018S009076
21155,No mediate cause,2018S008808
21156,No mediate cause,2018S004182
21157,No mediate cause,2018S003884
21158,No mediate cause,2018S005804
21159,No mediate cause,2018S002407
21160,No mediate cause,2018S002624
21161,No mediate cause,2018S009597
21162,No mediate cause,2018S009205
21163,No mediate cause,2018S007469
21164,No mediate cause,2018S001105
21165,No mediate cause,2018S006954
21166,No mediate cause,2018S003612
21167,No mediate cause,2018S001235
21168,DrunkDriving,2018S000513
21169,No mediate cause,2018S008039
21170,No mediate cause,2018S002627
21171,No mediate cause,2018S008372
21172,No mediate cause,2018S003025
21173,No mediate cause,2018S007707
21174,No mediate cause,2018S001900
21175,No mediate cause,2018S007188
21176,No mediate cause,2018S003123
21177,No mediate cause,2018S003774
21178,No mediate cause,2018S007718
21179,No mediate cause,2018S000190
21180,No mediate cause,2018S005284
21181,No mediate cause,2018S002368
21182,No mediate cause,2018S001713
21183,No mediate cause,2018S008028
21184,No mediate cause,2018S007137
21185,No mediate cause,2018S008565
21186,No mediate cause,2018S006804
21187,No mediate cause,2018S002750
21188,No mediate cause,2018S001483
21189,No mediate cause,2018S001306
21190,No mediate cause,2018S001039
21191,DrunkDriving,2018S000851
21192,No mediate cause,2018S004823
21193,No mediate cause,2018S007341
21194,No mediate cause,2018S001094
21195,No mediate cause,2018S005880
21196,No mediate cause,2018S008844
21197,No mediate cause,2018S003585
21198,No mediate cause,2018S009889
21199,No mediate cause,2018S006084
21200,No mediate cause,2018S004332
21201,No mediate cause,2018S007445
21202,No mediate cause,2018S004414
21203,No mediate cause,2018S006855
21204,No mediate cause,2018S009639
21205,No mediate cause,2018S001992
21206,No mediate cause,2018S001881
21207,No mediate cause,2018S001220
21208,No mediate cause,2018S000016
21209,No mediate cause,2018S007826
21210,No mediate cause,2018S004937
21211,No mediate cause,2018S009684
21212,No mediate cause,2018S009339
21213,No mediate cause,2018S006485
21214,No mediate cause,2018S005098
21215,No mediate cause,2018S007942
21216,No mediate cause,2018S004974
21217,No mediate cause,2018S007910
21218,No mediate cause,2018S000144
21219,No mediate cause,2018S006377
21220,No mediate cause,2018S009556
21221,No mediate cause,2018S007839
21222,No mediate cause,2018S007439
21223,No mediate cause,2018S003712
21224,No mediate cause,2018S005339
21225,No mediate cause,2018S007219
21226,No mediate cause,2018S002182
21227,No mediate cause,2018S009963
21228,No mediate cause,2018S006757
21229,No mediate cause,2018S008985
21230,No mediate cause,2018S009857
21231,Road_damaged,2018S005238
21232,No mediate cause,2018S002496
21233,No mediate cause,2018S001144
21234,No mediate cause,2018S000450
21235,No mediate cause,2018S000467
21236,Speeding,2018S006184
21237,No mediate cause,2018S001889
21238,No mediate cause,2018S007601
21239,No mediate cause,2018S004236
21240,No mediate cause,2018S005359
21241,DrunkDriving,2018S001549
21242,No mediate cause,2018S004200
21243,No mediate cause,2018S001588
21244,DrunkDriving,2018S004718
21245,No mediate cause,2018S004661
21246,DUI,2018S000217
21247,No mediate cause,2018S002731
21248,No mediate cause,2018S003207
21249,No mediate cause,2018S004588
21250,No mediate cause,2018S001118
21251,No mediate cause,2018S001123
21252,No mediate cause,2018S004065
21253,No mediate cause,2018S005641
21254,No mediate cause,2018S000615
21255,No mediate cause,2018S001877
21256,No mediate cause,2018S002921
21257,No mediate cause,2018S002034
21258,No mediate cause,2018S007490
21259,No mediate cause,2018S007436
21260,No mediate cause,2018S006140
21261,No mediate cause,2018S005033
21262,No mediate cause,2018S001968
21263,No mediate cause,2018S007655
21264,DrunkDriving,2018S009009
21265,No mediate cause,2018S000507
21266,No mediate cause,2018S002616
21267,No mediate cause,2018S000829
21268,No mediate cause,2018S005955
21269,No mediate cause,2018S009540
21270,DrunkDriving,2018S002453
21271,No mediate cause,2018S006554
21272,No mediate cause,2018S006681
21273,No mediate cause,2018S000708
21274,No mediate cause,2018S006814
21275,No mediate cause,2018S003064
21276,No mediate cause,2018S006264
21277,No mediate cause,2018S001536
21278,No mediate cause,2018S001883
21279,No mediate cause,2018S006610
21280,No mediate cause,2018S008300
21281,No mediate cause,2018S002957
21282,No mediate cause,2018S006685
21283,No mediate cause,2018S000273
21284,No mediate cause,2018S000377
21285,No mediate cause,2018S008482
21286,No mediate cause,2018S005153
21287,No mediate cause,2018S002157
21288,No mediate cause,2018S001682
21289,No mediate cause,2018S002962
21290,No mediate cause,2018S006885
21291,No mediate cause,2018S005773
21292,No mediate cause,2018S004561
21293,No mediate cause,2018S009923
21294,No mediate cause,2018S008268
21295,No mediate cause,2018S007588
21296,DrunkDriving,2018S008361
21297,No mediate cause,2018S008941
21298,No mediate cause,2018S002230
21299,No mediate cause,2018S002650
21300,No mediate cause,2018S004809
21301,No mediate cause,2018S009383
21302,No mediate cause,2018S000297
21303,No mediate cause,2018S007976
21304,No mediate cause,2018S002767
21305,No mediate cause,2018S006159
21306,DrunkDriving,2018S007622
21307,No mediate cause,2018S000355
21308,No mediate cause,2018S007134
21309,No mediate cause,2018S009222
21310,No mediate cause,2018S007231
21311,No mediate cause,2018S006939
21312,No mediate cause,2018S005266
21313,No mediate cause,2018S002288
21314,No mediate cause,2018S008780
21315,No mediate cause,2018S000960
21316,No mediate cause,2018S002105
21317,No mediate cause,2018S004884
21318,No mediate cause,2018S003307
21319,No mediate cause,2018S005003
21320,No mediate cause,2018S000446
21321,No mediate cause,2018S009256
21322,No mediate cause,2018S007398
21323,No mediate cause,2018S005285
21324,No mediate cause,2018S006058
21325,DrunkDriving,2018S007580
21326,No mediate cause,2018S006088
21327,No mediate cause,2018S005507
21328,No mediate cause,2018S009848
21329,No mediate cause,2018S008125
21330,No mediate cause,2018S008146
21331,No mediate cause,2018S001309
21332,No mediate cause,2018S008937
21333,No mediate cause,2018S007380
21334,No mediate cause,2018S006340
21335,No mediate cause,2018S005556
21336,No mediate cause,2018S006710
21337,No mediate cause,2018S006712
21338,No mediate cause,2018S009481
21339,No mediate cause,2018S004211
21340,No mediate cause,2018S000900
21341,No mediate cause,2018S003792
21342,No mediate cause,2018S008883
21343,No mediate cause,2018S005539
21344,No mediate cause,2018S009575
21345,No mediate cause,2018S006621
21346,No mediate cause,2018S002699
21347,Road_damaged,2018S005973
21348,No mediate cause,2018S007287
21349,Road_damaged,2018S003418
21350,No mediate cause,2018S007945
21351,No mediate cause,2018S001258
21352,No mediate cause,2018S001823
21353,No mediate cause,2018S008812
21354,No mediate cause,2018S005879
21355,No mediate cause,2018S007193
21356,No mediate cause,2018S007037
21357,No mediate cause,2018S009530
21358,No mediate cause,2018S006038
21359,No mediate cause,2018S004615
21360,No mediate cause,2018S002321
21361,No mediate cause,2018S007627
21362,No mediate cause,2018S007838
21363,No mediate cause,2018S009926
21364,No mediate cause,2018S006378
21365,No mediate cause,2018S000318
21366,No mediate cause,2018S009792
21367,No mediate cause,2018S007992
21368,No mediate cause,2018S000663
21369,No mediate cause,2018S008000
21370,No mediate cause,2018S001606
21371,No mediate cause,2018S005923
21372,No mediate cause,2018S006437
21373,No mediate cause,2018S001943
21374,No mediate cause,2018S003644
21375,No mediate cause,2018S005119
21376,No mediate cause,2018S001233
21377,No mediate cause,2018S007250
21378,No mediate cause,2018S005286
21379,No mediate cause,2018S003019
21380,No mediate cause,2018S000813
21381,No mediate cause,2018S001236
21382,No mediate cause,2018S003020
21383,No mediate cause,2018S009424
21384,No mediate cause,2018S009685
21385,No mediate cause,2018S008593
21386,No mediate cause,2018S002971
21387,No mediate cause,2018S007318
21388,No mediate cause,2018S004048
21389,No mediate cause,2018S004208
21390,No mediate cause,2018S007703
21391,No mediate cause,2018S002533
21392,No mediate cause,2018S007324
21393,No mediate cause,2018S007038
21394,No mediate cause,2018S001397
21395,No mediate cause,2018S000621
21396,No mediate cause,2018S000201
21397,No mediate cause,2018S007526
21398,No mediate cause,2018S007182
21399,No mediate cause,2018S001884
21400,No mediate cause,2018S003409
21401,No mediate cause,2018S000541
21402,DrunkDriving,2018S003323
21403,No mediate cause,2018S007774
21404,No mediate cause,2018S005343
21405,No mediate cause,2018S004276
21406,No mediate cause,2018S000183
21407,No mediate cause,2018S006666
21408,No mediate cause,2018S000712
21409,No mediate cause,2018S004369
21410,No mediate cause,2018S004218
21411,No mediate cause,2018S009884
21412,No mediate cause,2018S000619
21413,No mediate cause,2018S005826
21414,No mediate cause,2018S009815
21415,No mediate cause,2018S006299
21416,No mediate cause,2018S002626
21417,DrunkDriving,2018S008371
21418,No mediate cause,2018S007773
21419,No mediate cause,2018S001250
21420,No mediate cause,2018S003975
21421,No mediate cause,2018S005234
21422,No mediate cause,2018S005752
21423,No mediate cause,2018S004362
21424,No mediate cause,2018S003909
21425,No mediate cause,2018S003892
21426,No mediate cause,2018S001494
21427,No mediate cause,2018S001778
21428,No mediate cause,2018S008189
21429,No mediate cause,2018S000172
21430,No mediate cause,2018S009345
21431,No mediate cause,2018S004093
21432,No mediate cause,2018S009549
21433,No mediate cause,2018S009793
21434,No mediate cause,2018S002923
21435,No mediate cause,2018S002571
21436,No mediate cause,2018S006077
21437,No mediate cause,2018S009863
21438,No mediate cause,2018S009564
21439,No mediate cause,2018S004150
21440,No mediate cause,2018S004117
21441,No mediate cause,2018S009759
21442,No mediate cause,2018S006535
21443,No mediate cause,2018S003838
21444,No mediate cause,2018S000687
21445,No mediate cause,2018S007929
21446,No mediate cause,2018S007904
21447,No mediate cause,2018S006495
21448,No mediate cause,2018S000380
21449,No mediate cause,2018S000234
21450,No mediate cause,2018S001403
21451,No mediate cause,2018S006593
21452,No mediate cause,2018S007776
21453,No mediate cause,2018S008208
21454,No mediate cause,2018S002690
21455,No mediate cause,2018S002019
21456,No mediate cause,2018S002200
21457,No mediate cause,2018S001616
21458,No mediate cause,2018S009265
21459,No mediate cause,2018S004031
21460,No mediate cause,2018S000220
21461,No mediate cause,2018S002485
21462,No mediate cause,2018S003609
21463,No mediate cause,2018S006765
21464,No mediate cause,2018S003426
21465,No mediate cause,2018S005419
21466,No mediate cause,2018S008115
21467,DrunkDriving,2018S003417
21468,No mediate cause,2018S007158
21469,No mediate cause,2018S001525
21470,No mediate cause,2018S009313
21471,No mediate cause,2018S005603
21472,DrunkDriving,2018S002318
21473,No mediate cause,2018S006146
21474,No mediate cause,2018S007229
21475,No mediate cause,2018S008007
21476,No mediate cause,2018S007608
21477,No mediate cause,2018S008666
21478,No mediate cause,2018S008423
21479,No mediate cause,2018S003176
21480,No mediate cause,2018S009934
21481,No mediate cause,2018S001972
21482,No mediate cause,2018S004571
21483,No mediate cause,2018S000256
21484,No mediate cause,2018S007036
21485,No mediate cause,2018S004284
21486,No mediate cause,2018S002721
21487,No mediate cause,2018S008447
21488,No mediate cause,2018S000916
21489,No mediate cause,2018S009311
21490,No mediate cause,2018S006536
21491,No mediate cause,2018S000552
21492,No mediate cause,2018S000320
21493,No mediate cause,2018S000636
21494,No mediate cause,2018S009828
21495,No mediate cause,2018S006400
21496,No mediate cause,2018S007437
21497,No mediate cause,2018S000198
21498,DrunkDriving,2018S000515
21499,No mediate cause,2018S009781
21500,No mediate cause,2018S009195
21501,No mediate cause,2018S002040
21502,No mediate cause,2018S002038
21503,No mediate cause,2018S003163
21504,No mediate cause,2018S009301
21505,No mediate cause,2018S008783
21506,No mediate cause,2018S007395
21507,No mediate cause,2018S007336
21508,No mediate cause,2018S003952
21509,No mediate cause,2018S002809
21510,No mediate cause,2018S004595
21511,No mediate cause,2018S000869
21512,No mediate cause,2018S005142
21513,No mediate cause,2018S006055
21514,No mediate cause,2018S008559
21515,No mediate cause,2018S007025
21516,DrunkDriving,2018S006543
21517,No mediate cause,2018S001762
21518,No mediate cause,2018S003211
21519,No mediate cause,2018S008158
21520,No mediate cause,2018S005457
21521,DrunkDriving,2018S008806
21522,No mediate cause,2018S006262
21523,No mediate cause,2018S001644
21524,No mediate cause,2018S002727
21525,No mediate cause,2018S008207
21526,No mediate cause,2018S006267
21527,No mediate cause,2018S006162
21528,No mediate cause,2018S005972
21529,No mediate cause,2018S009506
21530,No mediate cause,2018S007872
21531,No mediate cause,2018S004605
21532,No mediate cause,2018S001077
21533,No mediate cause,2018S002998
21534,No mediate cause,2018S009637
21535,No mediate cause,2018S003597
21536,No mediate cause,2018S000211
21537,No mediate cause,2018S004455
21538,No mediate cause,2018S006905
21539,No mediate cause,2018S008796
21540,No mediate cause,2018S004655
21541,DrunkDriving,2018S001695
21542,No mediate cause,2018S009034
21543,No mediate cause,2018S008306
21544,No mediate cause,2018S005124
21545,DrunkDriving,2018S007463
21546,No mediate cause,2018S003780
21547,No mediate cause,2018S008589
21548,No mediate cause,2018S004067
21549,No mediate cause,2018S002954
21550,No mediate cause,2018S001034
21551,No mediate cause,2018S003432
21552,No mediate cause,2018S006517
21553,No mediate cause,2018S002515
21554,No mediate cause,2018S004502
21555,No mediate cause,2018S007145
21556,No mediate cause,2018S003964
21557,No mediate cause,2018S002274
21558,No mediate cause,2018S001798
21559,No mediate cause,2018S001648
21560,No mediate cause,2018S000452
21561,No mediate cause,2018S004454
21562,No mediate cause,2018S004712
21563,No mediate cause,2018S000253
21564,No mediate cause,2018S003560
21565,No mediate cause,2018S007235
21566,No mediate cause,2018S003972
21567,No mediate cause,2018S007671
21568,No mediate cause,2018S002813
21569,No mediate cause,2018S003863
21570,No mediate cause,2018S006109
21571,No mediate cause,2018S007240
21572,No mediate cause,2018S003926
21573,No mediate cause,2018S002155
21574,No mediate cause,2018S008465
21575,No mediate cause,2018S005129
21576,No mediate cause,2018S005544
21577,No mediate cause,2018S000068
21578,No mediate cause,2018S005818
21579,No mediate cause,2018S005816
21580,No mediate cause,2018S000152
21581,No mediate cause,2018S009503
21582,No mediate cause,2018S000567
21583,No mediate cause,2018S005748
21584,No mediate cause,2018S001833
21585,No mediate cause,2018S003675
21586,No mediate cause,2018S006848
21587,No mediate cause,2018S005183
21588,No mediate cause,2018S009435
21589,No mediate cause,2018S001048
21590,No mediate cause,2018S006361
21591,No mediate cause,2018S006210
21592,No mediate cause,2018S005498
21593,No mediate cause,2018S004946
21594,No mediate cause,2018S004174
21595,No mediate cause,2018S004345
21596,No mediate cause,2018S008238
21597,No mediate cause,2018S009026
21598,No mediate cause,2018S009903
21599,No mediate cause,2018S007478
21600,No mediate cause,2018S001843
21601,No mediate cause,2018S001523
21602,No mediate cause,2018S009362
21603,No mediate cause,2018S001013
21604,No mediate cause,2018S002115
21605,No mediate cause,2018S004769
21606,No mediate cause,2018S003831
21607,No mediate cause,2018S008939
21608,No mediate cause,2018S008932
21609,No mediate cause,2018S004112
21610,No mediate cause,2018S003293
21611,No mediate cause,2018S003648
21612,No mediate cause,2018S008383
21613,Speeding,2018S003350
21614,No mediate cause,2018S005442
21615,No mediate cause,2018S004326
21616,No mediate cause,2018S005919
21617,No mediate cause,2018S006248
21618,No mediate cause,2018S005762
21619,No mediate cause,2018S004382
21620,No mediate cause,2018S001191
21621,No mediate cause,2018S009558
21622,No mediate cause,2018S002829
21623,No mediate cause,2018S006744
21624,No mediate cause,2018S007255
21625,No mediate cause,2018S002853
21626,No mediate cause,2018S007267
21627,No mediate cause,2018S003028
21628,No mediate cause,2018S005158
21629,No mediate cause,2018S009859
21630,No mediate cause,2018S009037
21631,No mediate cause,2018S006322
21632,No mediate cause,2018S004613
21633,No mediate cause,2018S008676
21634,No mediate cause,2018S008526
21635,No mediate cause,2018S001111
21636,No mediate cause,2018S008802
21637,No mediate cause,2018S000731
21638,No mediate cause,2018S002028
21639,No mediate cause,2018S002914
21640,No mediate cause,2018S001417
21641,No mediate cause,2018S003539
21642,No mediate cause,2018S004647
21643,No mediate cause,2018S001353
21644,No mediate cause,2018S002004
21645,No mediate cause,2018S005654
21646,No mediate cause,2018S009032
21647,No mediate cause,2018S008583
21648,Speeding,2018S003181
21649,No mediate cause,2018S008928
21650,No mediate cause,2018S009500
21651,No mediate cause,2018S004417
21652,No mediate cause,2018S003244
21653,No mediate cause,2018S009839
21654,No mediate cause,2018S001911
21655,No mediate cause,2018S000739
21656,No mediate cause,2018S007326
21657,No mediate cause,2018S005967
21658,No mediate cause,2018S001825
21659,No mediate cause,2018S004940
21660,No mediate cause,2018S001769
21661,No mediate cause,2018S002221
21662,No mediate cause,2018S000603
21663,No mediate cause,2018S003823
21664,No mediate cause,2018S007593
21665,DrunkDriving,2018S007809
21666,No mediate cause,2018S002810
21667,No mediate cause,2018S002073
21668,No mediate cause,2018S000854
21669,No mediate cause,2018S001994
21670,No mediate cause,2018S008258
21671,No mediate cause,2018S006797
21672,No mediate cause,2018S007297
21673,No mediate cause,2018S005121
21674,No mediate cause,2018S009167
21675,No mediate cause,2018S009864
21676,No mediate cause,2018S007784
21677,No mediate cause,2018S003694
21678,No mediate cause,2018S000639
21679,No mediate cause,2018S002420
21680,No mediate cause,2018S008066
21681,No mediate cause,2018S009234
21682,No mediate cause,2018S008331
21683,No mediate cause,2018S001379
21684,No mediate cause,2018S004179
21685,No mediate cause,2018S007553
21686,No mediate cause,2018S004089
21687,No mediate cause,2018S000819
21688,No mediate cause,2018S004083
21689,No mediate cause,2018S000433
21690,No mediate cause,2018S002993
21691,No mediate cause,2018S004788
21692,No mediate cause,2018S004172
21693,No mediate cause,2018S001925
21694,No mediate cause,2018S005969
21695,No mediate cause,2018S005693
21696,No mediate cause,2018S008140
21697,No mediate cause,2018S008045
21698,No mediate cause,2018S005842
21699,No mediate cause,2018S007414
21700,No mediate cause,2018S003709
21701,No mediate cause,2018S006794
21702,No mediate cause,2018S007978
21703,No mediate cause,2018S000801
21704,No mediate cause,2018S001725
21705,No mediate cause,2018S002521
21706,No mediate cause,2018S007666
21707,No mediate cause,2018S002700
21708,No mediate cause,2018S003420
21709,No mediate cause,2018S000020
21710,No mediate cause,2018S004932
21711,No mediate cause,2018S008581
21712,No mediate cause,2018S002645
21713,No mediate cause,2018S002161
21714,No mediate cause,2018S009866
21715,No mediate cause,2018S003681
21716,No mediate cause,2018S003170
21717,No mediate cause,2018S009106
21718,DrunkDriving,2018S003718
21719,No mediate cause,2018S001466
21720,No mediate cause,2018S003747
21721,No mediate cause,2018S005488
21722,No mediate cause,2018S005612
21723,No mediate cause,2018S009548
21724,No mediate cause,2018S000593
21725,No mediate cause,2018S006863
21726,DrunkDriving,2018S001286
21727,No mediate cause,2018S006522
21728,No mediate cause,2018S002922
21729,No mediate cause,2018S000173
21730,No mediate cause,2018S006052
21731,No mediate cause,2018S003341
21732,No mediate cause,2018S000612
21733,No mediate cause,2018S003002
21734,No mediate cause,2018S000999
21735,No mediate cause,2018S002419
21736,No mediate cause,2018S004830
21737,No mediate cause,2018S000966
21738,No mediate cause,2018S007417
21739,No mediate cause,2018S008200
21740,No mediate cause,2018S003591
21741,No mediate cause,2018S006605
21742,No mediate cause,2018S004085
21743,No mediate cause,2018S007274
21744,No mediate cause,2018S006075
21745,No mediate cause,2018S003423
21746,No mediate cause,2018S001704
21747,No mediate cause,2018S005793
21748,No mediate cause,2018S005460
21749,No mediate cause,2018S000810
21750,No mediate cause,2018S009346
21751,No mediate cause,2018S005626
21752,No mediate cause,2018S004226
21753,No mediate cause,2018S009945
21754,No mediate cause,2018S008256
21755,No mediate cause,2018S008297
21756,No mediate cause,2018S000407
21757,No mediate cause,2018S004881
21758,No mediate cause,2018S000376
21759,No mediate cause,2018S001686
21760,No mediate cause,2018S004337
21761,No mediate cause,2018S007879
21762,No mediate cause,2018S008414
21763,No mediate cause,2018S002765
21764,No mediate cause,2018S000914
21765,No mediate cause,2018S002623
21766,No mediate cause,2018S009127
21767,No mediate cause,2018S006975
21768,No mediate cause,2018S004630
21769,No mediate cause,2018S005875
21770,No mediate cause,2018S001846
21771,No mediate cause,2018S001019
21772,No mediate cause,2018S005560
21773,No mediate cause,2018S004697
21774,No mediate cause,2018S000496
21775,No mediate cause,2018S008247
21776,No mediate cause,2018S008236
21777,No mediate cause,2018S009248
21778,No mediate cause,2018S006394
21779,No mediate cause,2018S006124
21780,No mediate cause,2018S004386
21781,No mediate cause,2018S006199
21782,No mediate cause,2018S002713
21783,DUI,2018S006411
21784,No mediate cause,2018S006209
21785,No mediate cause,2018S004165
21786,No mediate cause,2018S002094
21787,No mediate cause,2018S006370
21788,No mediate cause,2018S005957
21789,No mediate cause,2018S000063
21790,No mediate cause,2018S009571
21791,No mediate cause,2018S008145
21792,No mediate cause,2018S004467
21793,No mediate cause,2018S003628
21794,No mediate cause,2018S007065
21795,No mediate cause,2018S002258
21796,No mediate cause,2018S004177
21797,No mediate cause,2018S003055
21798,No mediate cause,2018S000720
21799,No mediate cause,2018S003029
21800,No mediate cause,2018S009868
21801,No mediate cause,2018S003903
21802,No mediate cause,2018S001252
21803,No mediate cause,2018S003570
21804,DrunkDriving,2018S002944
21805,No mediate cause,2018S000460
21806,No mediate cause,2018S003366
21807,No mediate cause,2018S000105
21808,No mediate cause,2018S001993
21809,No mediate cause,2018S003959
21810,No mediate cause,2018S004235
21811,No mediate cause,2018S004804
21812,No mediate cause,2018S006442
21813,No mediate cause,2018S000151
21814,No mediate cause,2018S008184
21815,No mediate cause,2018S008105
21816,No mediate cause,2018S002286
21817,No mediate cause,2018S003821
21818,No mediate cause,2018S001337
21819,No mediate cause,2018S004354
21820,No mediate cause,2018S006521
21821,No mediate cause,2018S002265
21822,No mediate cause,2018S006790
21823,No mediate cause,2018S000354
21824,No mediate cause,2018S006215
21825,No mediate cause,2018S003649
21826,No mediate cause,2018S002163
21827,No mediate cause,2018S006290
21828,DrunkDriving,2018S007515
21829,No mediate cause,2018S002414
21830,No mediate cause,2018S000308
21831,No mediate cause,2018S006912
21832,No mediate cause,2018S009414
21833,No mediate cause,2018S002024
21834,No mediate cause,2018S006151
21835,No mediate cause,2018S005485
21836,No mediate cause,2018S004553
21837,No mediate cause,2018S001181
21838,No mediate cause,2018S002716
21839,No mediate cause,2018S007075
21840,No mediate cause,2018S000079
21841,No mediate cause,2018S007004
21842,No mediate cause,2018S004774
21843,No mediate cause,2018S005667
21844,No mediate cause,2018S003650
21845,No mediate cause,2018S006345
21846,No mediate cause,2018S006478
21847,No mediate cause,2018S000135
21848,No mediate cause,2018S004426
21849,No mediate cause,2018S007091
21850,No mediate cause,2018S000393
21851,No mediate cause,2018S006104
21852,No mediate cause,2018S008031
21853,No mediate cause,2018S006822
21854,No mediate cause,2018S009052
21855,No mediate cause,2018S004486
21856,No mediate cause,2018S005211
21857,No mediate cause,2018S001291
21858,No mediate cause,2018S004640
21859,No mediate cause,2018S000786
21860,No mediate cause,2018S002961
21861,No mediate cause,2018S002252
21862,No mediate cause,2018S005187
21863,No mediate cause,2018S003166
21864,No mediate cause,2018S003848
21865,No mediate cause,2018S002113
21866,No mediate cause,2018S002953
21867,No mediate cause,2018S002675
